"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Disability_Status","Service_Type","Client_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"19A.37","2024-25","Achievement of independent housing on exit","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Independent housing","Purchasing/purchased own home","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","0.5","0.3","0.1","0.1","0.1","0.4","1.1","0","0.3"
"19A.37","2024-25","Achievement of independent housing on exit","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Independent housing","Private rental","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","22.7","31.1","25.1","8.9","18.0","21.6","7.2","5.3","22.9"
"19A.37","2024-25","Achievement of independent housing on exit","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Independent housing","Public housing rental","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","22.7","19.2","18.5","25.2","29.3","15.6","45.2","39.9","22.4"
"19A.37","2024-25","Achievement of independent housing on exit","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Independent housing","Community housing rental","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","8.3","7.4","6.9","6.0","13.8","14.8","6.5","8.9","8.0"
"19A.37","2024-25","Achievement of independent housing on exit","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Independent housing","Other rental","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","3.9","2.0","1.9","1.9","6.0","3.4","2.3","1.2","2.8"
"19A.37","2024-25","Achievement of independent housing on exit","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Independent housing","Total","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","58.0","60.0","52.5","42.2","67.1","55.8","62.4","55.2","56.4"
"19A.37","2024-25","Achievement of independent housing on exit","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Non-independent housing","Crisis","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","12.1","4.5","9.1","7.6","5.3","5.7","6.1","7.8","8.8"
"19A.37","2024-25","Achievement of independent housing on exit","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Non-independent housing","Transitional Housing (incl. rent free)","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","1.8","2.3","1.3","1.4","3.2","3.0","12.9","6.7","2.1"
"19A.37","2024-25","Achievement of independent housing on exit","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Non-independent housing","Caravan park rental","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","0.8","0.7","0.7","0.6","0.5","1.5","0.4","0.3","0.7"
"19A.37","2024-25","Achievement of independent housing on exit","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Non-independent housing","Institutional setting","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","1.7","8.0","1.3","1.6","3.6","2.5","4.2","2.2","3.0"
"19A.37","2024-25","Achievement of independent housing on exit","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Non-independent housing","Improvised dwelling/sleeping rough","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","3.7","7.0","9.5","14.5","4.6","8.0","5.7","4.1","6.7"
"19A.37","2024-25","Achievement of independent housing on exit","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Non-independent housing","Boarding/rooming house","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","7.2","5.9","9.8","11.3","7.6","5.7","1.9","8.6","7.9"
"19A.37","2024-25","Achievement of independent housing on exit","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Non-independent housing","Other (no tenure)","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","14.6","11.5","15.8","20.7","8.0","17.8","6.5","15.1","14.4"
"19A.37","2024-25","Achievement of independent housing on exit","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Clients who needed assistance to obtain or maintain independent housing","Housing tenure type after support","Non-independent housing","Total","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","42.0","40.0","47.5","57.8","32.9","44.2","37.6","44.8","43.6"
"19A.37","2023-24","Achievement of independent housing on exit","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","","Housing/accommodation assistance","Aboriginal and Torres Strait Islander people","","Clients who needed assistance to obtain or maintain independent housing","Total","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","10113","5411","6572","2264","1170","664","249","1072","26988"
