"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Disability_Status","Housing_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aust"
"18A.55","2023","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Wellbeing","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","2.6","..","1.2","..","1.4","8.5","..","na","","1.2"
"18A.55","2023","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Social connection","","","","AIHW (unpublished) National Social Housing Survey","%","95.4","..","98.3","..","96.3","91.3","..","na","","96.7"
"18A.55","2023","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Social connection","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","2.2","..","1.1","..","2.6","11.7","..","na","","1.2"
"18A.55","2023","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Economic participation","","","","AIHW (unpublished) National Social Housing Survey","%","98.4","..","99.6","..","97.6","np","..","na","","98.8"
"18A.55","2023","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Economic participation","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","1.3","..","0.6","..","2.2","np","..","na","","0.7"
"18A.55","2023","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Wellbeing and Economic participation","","","","AIHW (unpublished) National Social Housing Survey","%","94.6","..","97.7","..","89.8","91.6","..","na","","95.0"
"18A.55","2023","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Wellbeing and Economic participation","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","2.9","..","1.3","..","4.2","11.2","..","na","","1.5"
"18A.55","2023","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Social and Economic participation","","","","AIHW (unpublished) National Social Housing Survey","%","94.3","..","98.3","..","92.0","87.5","..","na","","95.5"
"18A.55","2023","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Social and Economic participation","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","2.5","..","1.1","..","3.8","13.4","..","na","","1.4"
"18A.55","2023","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Wellbeing and Social connection","","","","AIHW (unpublished) National Social Housing Survey","%","93.2","..","96.8","..","90.5","91.3","..","na","","94.2"
"18A.55","2023","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Wellbeing and Social connection","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","2.7","..","1.5","..","4.1","11.7","..","na","","1.5"
"18A.55","2023","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","","Wellbeing","Enjoy better health","","","AIHW (unpublished) National Social Housing Survey","%","83.9","..","95.3","..","91.2","80.6","..","na","","89.6"
"18A.55","2023","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","","Wellbeing","Enjoy better health","","95%CI","AIHW (unpublished) National Social Housing Survey","%","5.6","..","1.9","..","4.1","17.3","..","na","","2.7"
"18A.55","2023","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","","Wellbeing","Feel more settled","","","AIHW (unpublished) National Social Housing Survey","%","91.9","..","97.2","..","96.1","95.6","..","na","","94.8"
"18A.55","2023","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","","Wellbeing","Feel more settled","","95%CI","AIHW (unpublished) National Social Housing Survey","%","3.8","..","1.5","..","3.0","8.5","..","na","","1.9"
